[Tick #0] Attacker: [DIR: 3; POS: 54,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1013] Attacker: [DIR: 0; POS: 96,41]; Defender #0: [DIR: 3; POS: 46,44]; Defender #1: [DIR: 1; POS: 72,44]; Defender #2: [DIR: 2; POS: 12,89]; Defender #3: [DIR: 0; POS: 96,27]; 
[Tick #1014] Attacker: [DIR: 0; POS: 96,40]; Defender #0: [DIR: 3; POS: 45,44]; Defender #1: [DIR: 1; POS: 73,44]; Defender #2: [DIR: 2; POS: 12,89]; Defender #3: [DIR: 0; POS: 96,27]; 
[Tick #1015] Attacker: [DIR: 0; POS: 96,39]; Defender #0: [DIR: 3; POS: 44,44]; Defender #1: [DIR: 1; POS: 74,44]; Defender #2: [DIR: 2; POS: 12,90]; Defender #3: [DIR: 0; POS: 96,26]; 
[Tick #1016] Attacker: [DIR: 0; POS: 96,38]; Defender #0: [DIR: 3; POS: 43,44]; Defender #1: [DIR: 1; POS: 75,44]; Defender #2: [DIR: 2; POS: 12,90]; Defender #3: [DIR: 0; POS: 96,26]; 
[Tick #1017] Attacker: [DIR: 0; POS: 96,37]; Defender #0: [DIR: 3; POS: 42,44]; Defender #1: [DIR: 1; POS: 76,44]; Defender #2: [DIR: 2; POS: 12,91]; Defender #3: [DIR: 0; POS: 96,25]; 
[Tick #1018] Attacker: [DIR: 0; POS: 96,36]; Defender #0: [DIR: 3; POS: 41,44]; Defender #1: [DIR: 1; POS: 77,44]; Defender #2: [DIR: 2; POS: 12,91]; Defender #3: [DIR: 0; POS: 96,25]; 
[Tick #1019] Attacker: [DIR: 0; POS: 96,35]; Defender #0: [DIR: 3; POS: 40,44]; Defender #1: [DIR: 1; POS: 78,44]; Defender #2: [DIR: 3; POS: 12,92]; Defender #3: [DIR: 0; POS: 96,24]; 
[Tick #1020] Attacker: [DIR: 0; POS: 96,34]; Defender #0: [DIR: 3; POS: 39,44]; Defender #1: [DIR: 1; POS: 79,44]; Defender #2: [DIR: 3; POS: 12,92]; Defender #3: [DIR: 0; POS: 96,24]; 
[Tick #1021] Attacker: [DIR: 0; POS: 96,33]; Defender #0: [DIR: 3; POS: 38,44]; Defender #1: [DIR: 1; POS: 80,44]; Defender #2: [DIR: 3; POS: 11,92]; Defender #3: [DIR: 0; POS: 96,23]; 
[Tick #1022] Attacker: [DIR: 0; POS: 96,32]; Defender #0: [DIR: 3; POS: 37,44]; Defender #1: [DIR: 1; POS: 81,44]; Defender #2: [DIR: 3; POS: 11,92]; Defender #3: [DIR: 0; POS: 96,23]; 
[Tick #1023] Attacker: [DIR: 0; POS: 96,31]; Defender #0: [DIR: 3; POS: 36,44]; Defender #1: [DIR: 1; POS: 82,44]; Defender #2: [DIR: 3; POS: 10,92]; Defender #3: [DIR: 0; POS: 96,22]; 
[Tick #1024] Attacker: [DIR: 0; POS: 96,30]; Defender #0: [DIR: 3; POS: 35,44]; Defender #1: [DIR: 1; POS: 83,44]; Defender #2: [DIR: 3; POS: 10,92]; Defender #3: [DIR: 0; POS: 96,22]; 
[Tick #1025] Attacker: [DIR: 0; POS: 96,29]; Defender #0: [DIR: 3; POS: 34,44]; Defender #1: [DIR: 1; POS: 84,44]; Defender #2: [DIR: 3; POS: 9,92]; Defender #3: [DIR: 0; POS: 96,21]; 
[Tick #1026] Attacker: [DIR: 0; POS: 96,28]; Defender #0: [DIR: 3; POS: 33,44]; Defender #1: [DIR: 1; POS: 85,44]; Defender #2: [DIR: 3; POS: 9,92]; Defender #3: [DIR: 0; POS: 96,21]; 
[Tick #1027] Attacker: [DIR: 0; POS: 96,27]; Defender #0: [DIR: 3; POS: 32,44]; Defender #1: [DIR: 1; POS: 86,44]; Defender #2: [DIR: 3; POS: 8,92]; Defender #3: [DIR: 0; POS: 96,20]; 
[Tick #1028] Attacker: [DIR: 0; POS: 96,26]; Defender #0: [DIR: 3; POS: 31,44]; Defender #1: [DIR: 1; POS: 87,44]; Defender #2: [DIR: 3; POS: 8,92]; Defender #3: [DIR: 0; POS: 96,20]; 
[Tick #1029] Attacker: [DIR: 0; POS: 96,25]; Defender #0: [DIR: 3; POS: 30,44]; Defender #1: [DIR: 1; POS: 88,44]; Defender #2: [DIR: 3; POS: 7,92]; Defender #3: [DIR: 0; POS: 96,19]; 
[Tick #1030] Attacker: [DIR: 0; POS: 96,24]; Defender #0: [DIR: 3; POS: 29,44]; Defender #1: [DIR: 1; POS: 89,44]; Defender #2: [DIR: 3; POS: 7,92]; Defender #3: [DIR: 0; POS: 96,19]; 
[Tick #1031] Attacker: [DIR: 0; POS: 96,23]; Defender #0: [DIR: 3; POS: 28,44]; Defender #1: [DIR: 1; POS: 90,44]; Defender #2: [DIR: 3; POS: 6,92]; Defender #3: [DIR: 0; POS: 96,18]; 
[Tick #1032] Attacker: [DIR: 0; POS: 96,22]; Defender #0: [DIR: 3; POS: 27,44]; Defender #1: [DIR: 1; POS: 91,44]; Defender #2: [DIR: 3; POS: 6,92]; Defender #3: [DIR: 0; POS: 96,18]; 
[Tick #1033] Attacker: [DIR: 0; POS: 96,21]; Defender #0: [DIR: 3; POS: 26,44]; Defender #1: [DIR: 1; POS: 92,44]; Defender #2: [DIR: 3; POS: 5,92]; Defender #3: [DIR: 0; POS: 96,17]; 
[Tick #1034] Attacker: [DIR: 0; POS: 96,20]; Defender #0: [DIR: 3; POS: 25,44]; Defender #1: [DIR: 1; POS: 93,44]; Defender #2: [DIR: 3; POS: 5,92]; Defender #3: [DIR: 0; POS: 96,17]; 
[Tick #1035] Attacker: [DIR: 0; POS: 96,19]; Defender #0: [DIR: 3; POS: 24,44]; Defender #1: [DIR: 1; POS: 94,44]; Defender #2: [DIR: 2; POS: 4,92]; Defender #3: [DIR: 1; POS: 96,16]; 
[Tick #1036] Attacker: [DIR: 2; POS: 96,18]; Defender #0: [DIR: 3; POS: 23,44]; Defender #1: [DIR: 1; POS: 95,44]; Defender #2: [DIR: 2; POS: 4,92]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1037] Attacker: [DIR: 2; POS: 96,19]; Defender #0: [DIR: 3; POS: 22,44]; Defender #1: [DIR: 0; POS: 96,44]; Defender #2: [DIR: 2; POS: 4,93]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1038] Attacker: [DIR: 2; POS: 96,20]; Defender #0: [DIR: 3; POS: 21,44]; Defender #1: [DIR: 0; POS: 96,43]; Defender #2: [DIR: 2; POS: 4,93]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1039] Attacker: [DIR: 2; POS: 96,21]; Defender #0: [DIR: 3; POS: 20,44]; Defender #1: [DIR: 0; POS: 96,42]; Defender #2: [DIR: 2; POS: 4,94]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1040] Attacker: [DIR: 2; POS: 96,22]; Defender #0: [DIR: 3; POS: 19,44]; Defender #1: [DIR: 0; POS: 96,41]; Defender #2: [DIR: 2; POS: 4,94]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1041] Attacker: [DIR: 2; POS: 96,23]; Defender #0: [DIR: 3; POS: 18,44]; Defender #1: [DIR: 0; POS: 96,40]; Defender #2: [DIR: 2; POS: 4,95]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1042] Attacker: [DIR: 2; POS: 96,24]; Defender #0: [DIR: 3; POS: 17,44]; Defender #1: [DIR: 0; POS: 96,39]; Defender #2: [DIR: 2; POS: 4,95]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1043] Attacker: [DIR: 2; POS: 96,25]; Defender #0: [DIR: 3; POS: 16,44]; Defender #1: [DIR: 0; POS: 96,38]; Defender #2: [DIR: 2; POS: 4,96]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1044] Attacker: [DIR: 2; POS: 96,26]; Defender #0: [DIR: 3; POS: 15,44]; Defender #1: [DIR: 0; POS: 96,37]; Defender #2: [DIR: 2; POS: 4,96]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1045] Attacker: [DIR: 0; POS: 96,27]; Defender #0: [DIR: 3; POS: 14,44]; Defender #1: [DIR: 0; POS: 96,36]; Defender #2: [DIR: 2; POS: 4,97]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1046] Attacker: [DIR: 0; POS: 96,26]; Defender #0: [DIR: 3; POS: 13,44]; Defender #1: [DIR: 0; POS: 96,35]; Defender #2: [DIR: 2; POS: 4,97]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1047] Attacker: [DIR: 0; POS: 96,25]; Defender #0: [DIR: 0; POS: 12,44]; Defender #1: [DIR: 0; POS: 96,34]; Defender #2: [DIR: 2; POS: 4,98]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1048] Attacker: [DIR: 0; POS: 96,24]; Defender #0: [DIR: 0; POS: 12,43]; Defender #1: [DIR: 0; POS: 96,33]; Defender #2: [DIR: 2; POS: 4,98]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1049] Attacker: [DIR: 0; POS: 96,23]; Defender #0: [DIR: 0; POS: 12,42]; Defender #1: [DIR: 0; POS: 96,32]; Defender #2: [DIR: 2; POS: 4,99]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1050] Attacker: [DIR: 0; POS: 96,22]; Defender #0: [DIR: 0; POS: 12,41]; Defender #1: [DIR: 0; POS: 96,31]; Defender #2: [DIR: 2; POS: 4,99]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1051] Attacker: [DIR: 0; POS: 96,21]; Defender #0: [DIR: 0; POS: 12,40]; Defender #1: [DIR: 0; POS: 96,30]; Defender #2: [DIR: 2; POS: 4,100]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1052] Attacker: [DIR: 0; POS: 96,20]; Defender #0: [DIR: 0; POS: 12,39]; Defender #1: [DIR: 0; POS: 96,29]; Defender #2: [DIR: 2; POS: 4,100]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1053] Attacker: [DIR: 0; POS: 96,19]; Defender #0: [DIR: 0; POS: 12,38]; Defender #1: [DIR: 0; POS: 96,28]; Defender #2: [DIR: 2; POS: 4,101]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1054] Attacker: [DIR: 0; POS: 96,18]; Defender #0: [DIR: 0; POS: 12,37]; Defender #1: [DIR: 0; POS: 96,27]; Defender #2: [DIR: 2; POS: 4,101]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1055] Attacker: [DIR: 0; POS: 96,17]; Defender #0: [DIR: 0; POS: 12,36]; Defender #1: [DIR: 0; POS: 96,26]; Defender #2: [DIR: 2; POS: 4,102]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1056] Attacker: [DIR: 1; POS: 96,16]; Defender #0: [DIR: 0; POS: 12,35]; Defender #1: [DIR: 0; POS: 96,25]; Defender #2: [DIR: 2; POS: 4,102]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1057] Attacker: [DIR: 1; POS: 97,16]; Defender #0: [DIR: 0; POS: 12,34]; Defender #1: [DIR: 0; POS: 96,24]; Defender #2: [DIR: 2; POS: 4,103]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1058] Attacker: [DIR: 1; POS: 98,16]; Defender #0: [DIR: 0; POS: 12,33]; Defender #1: [DIR: 0; POS: 96,23]; Defender #2: [DIR: 2; POS: 4,103]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1059] Attacker: [DIR: 1; POS: 99,16]; Defender #0: [DIR: 3; POS: 12,32]; Defender #1: [DIR: 0; POS: 96,22]; Defender #2: [DIR: 2; POS: 4,104]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1060] Attacker: [DIR: 1; POS: 100,16]; Defender #0: [DIR: 3; POS: 11,32]; Defender #1: [DIR: 0; POS: 96,21]; Defender #2: [DIR: 2; POS: 4,104]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1061] Attacker: [DIR: 1; POS: 101,16]; Defender #0: [DIR: 3; POS: 10,32]; Defender #1: [DIR: 0; POS: 96,20]; Defender #2: [DIR: 2; POS: 4,105]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1062] Attacker: [DIR: 1; POS: 102,16]; Defender #0: [DIR: 3; POS: 9,32]; Defender #1: [DIR: 0; POS: 96,19]; Defender #2: [DIR: 2; POS: 4,105]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1063] Attacker: [DIR: 1; POS: 103,16]; Defender #0: [DIR: 3; POS: 8,32]; Defender #1: [DIR: 0; POS: 96,18]; Defender #2: [DIR: 2; POS: 4,106]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1064] Attacker: [DIR: 0; POS: 104,16]; Defender #0: [DIR: 3; POS: 7,32]; Defender #1: [DIR: 0; POS: 96,17]; Defender #2: [DIR: 2; POS: 4,106]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1065] Attacker: [DIR: 0; POS: 104,15]; Defender #0: [DIR: 3; POS: 6,32]; Defender #1: [DIR: 1; POS: 96,16]; Defender #2: [DIR: 2; POS: 4,107]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1066] Attacker: [DIR: 0; POS: 104,14]; Defender #0: [DIR: 3; POS: 5,32]; Defender #1: [DIR: 1; POS: 97,16]; Defender #2: [DIR: 2; POS: 4,107]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1067] Attacker: [DIR: 0; POS: 104,13]; Defender #0: [DIR: 3; POS: 4,32]; Defender #1: [DIR: 1; POS: 98,16]; Defender #2: [DIR: 2; POS: 4,108]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1068] Attacker: [DIR: 0; POS: 104,12]; Defender #0: [DIR: 3; POS: 3,32]; Defender #1: [DIR: 1; POS: 99,16]; Defender #2: [DIR: 2; POS: 4,108]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1069] Attacker: [DIR: 0; POS: 104,11]; Defender #0: [DIR: 3; POS: 2,32]; Defender #1: [DIR: 1; POS: 100,16]; Defender #2: [DIR: 2; POS: 4,109]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1070] Attacker: [DIR: 0; POS: 104,10]; Defender #0: [DIR: 3; POS: 1,32]; Defender #1: [DIR: 1; POS: 101,16]; Defender #2: [DIR: 2; POS: 4,109]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1071] Attacker: [DIR: 0; POS: 104,9]; Defender #0: [DIR: 3; POS: 0,32]; Defender #1: [DIR: 1; POS: 102,16]; Defender #2: [DIR: 2; POS: 4,110]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1072] Attacker: [DIR: 0; POS: 104,8]; Defender #0: [DIR: 3; POS: 108,32]; Defender #1: [DIR: 1; POS: 103,16]; Defender #2: [DIR: 2; POS: 4,110]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1073] Attacker: [DIR: 0; POS: 104,7]; Defender #0: [DIR: 3; POS: 107,32]; Defender #1: [DIR: 0; POS: 104,16]; Defender #2: [DIR: 2; POS: 4,111]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1074] Attacker: [DIR: 0; POS: 104,6]; Defender #0: [DIR: 3; POS: 106,32]; Defender #1: [DIR: 0; POS: 104,15]; Defender #2: [DIR: 2; POS: 4,111]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1075] Attacker: [DIR: 0; POS: 104,5]; Defender #0: [DIR: 3; POS: 105,32]; Defender #1: [DIR: 0; POS: 104,14]; Defender #2: [DIR: 2; POS: 4,112]; Defender #3: [DIR: 1; POS: 54,44]; 
[Tick #1076] Attacker: [DIR: 3; POS: 104,4]; Defender #0: [DIR: 3; POS: 104,32]; Defender #1: [DIR: 0; POS: 104,13]; Defender #2: [DIR: 2; POS: 4,112]; Defender #3: [DIR: 1; POS: 55,44]; 
[Tick #1077] Attacker: [DIR: 3; POS: 103,4]; Defender #0: [DIR: 3; POS: 103,32]; Defender #1: [DIR: 0; POS: 104,12]; Defender #2: [DIR: 2; POS: 4,113]; Defender #3: [DIR: 1; POS: 56,44]; 
[Tick #1078] Attacker: [DIR: 3; POS: 102,4]; Defender #0: [DIR: 3; POS: 102,32]; Defender #1: [DIR: 0; POS: 104,11]; Defender #2: [DIR: 2; POS: 4,113]; Defender #3: [DIR: 1; POS: 57,44]; 
[Tick #1079] Attacker: [DIR: 3; POS: 101,4]; Defender #0: [DIR: 3; POS: 101,32]; Defender #1: [DIR: 0; POS: 104,10]; Defender #2: [DIR: 2; POS: 4,114]; Defender #3: [DIR: 1; POS: 58,44]; 
[Tick #1080] Attacker: [DIR: 3; POS: 100,4]; Defender #0: [DIR: 3; POS: 100,32]; Defender #1: [DIR: 0; POS: 104,9]; Defender #2: [DIR: 2; POS: 4,114]; Defender #3: [DIR: 1; POS: 59,44]; 
[Tick #1081] Attacker: [DIR: 3; POS: 99,4]; Defender #0: [DIR: 3; POS: 99,32]; Defender #1: [DIR: 0; POS: 104,8]; Defender #2: [DIR: 2; POS: 4,115]; Defender #3: [DIR: 1; POS: 60,44]; 
[Tick #1082] Attacker: [DIR: 3; POS: 98,4]; Defender #0: [DIR: 3; POS: 98,32]; Defender #1: [DIR: 0; POS: 104,7]; Defender #2: [DIR: 2; POS: 4,115]; Defender #3: [DIR: 1; POS: 61,44]; 
[Tick #1083] Attacker: [DIR: 3; POS: 97,4]; Defender #0: [DIR: 3; POS: 97,32]; Defender #1: [DIR: 0; POS: 104,6]; Defender #2: [DIR: 1; POS: 4,116]; Defender #3: [DIR: 1; POS: 62,44]; 
[Tick #1084] Attacker: [DIR: 3; POS: 96,4]; Defender #0: [DIR: 0; POS: 96,32]; Defender #1: [DIR: 0; POS: 104,5]; Defender #2: [DIR: 1; POS: 4,116]; Defender #3: [DIR: 1; POS: 63,44]; 
[Tick #1085] Attacker: [DIR: 3; POS: 95,4]; Defender #0: [DIR: 0; POS: 96,31]; Defender #1: [DIR: 3; POS: 104,4]; Defender #2: [DIR: 1; POS: 5,116]; Defender #3: [DIR: 1; POS: 64,44]; 
[Tick #1086] Attacker: [DIR: 3; POS: 94,4]; Defender #0: [DIR: 0; POS: 96,30]; Defender #1: [DIR: 3; POS: 103,4]; Defender #2: [DIR: 1; POS: 5,116]; Defender #3: [DIR: 1; POS: 65,44]; 
[Tick #1087] Attacker: [DIR: 3; POS: 93,4]; Defender #0: [DIR: 0; POS: 96,29]; Defender #1: [DIR: 3; POS: 102,4]; Defender #2: [DIR: 1; POS: 6,116]; Defender #3: [DIR: 1; POS: 66,44]; 
[Tick #1088] Attacker: [DIR: 3; POS: 92,4]; Defender #0: [DIR: 0; POS: 96,28]; Defender #1: [DIR: 3; POS: 101,4]; Defender #2: [DIR: 1; POS: 6,116]; Defender #3: [DIR: 1; POS: 67,44]; 
[Tick #1089] Attacker: [DIR: 3; POS: 91,4]; Defender #0: [DIR: 0; POS: 96,27]; Defender #1: [DIR: 3; POS: 100,4]; Defender #2: [DIR: 1; POS: 7,116]; Defender #3: [DIR: 1; POS: 68,44]; 
[Tick #1090] Attacker: [DIR: 3; POS: 90,4]; Defender #0: [DIR: 0; POS: 96,26]; Defender #1: [DIR: 3; POS: 99,4]; Defender #2: [DIR: 1; POS: 7,116]; Defender #3: [DIR: 1; POS: 69,44]; 
[Tick #1091] Attacker: [DIR: 3; POS: 89,4]; Defender #0: [DIR: 0; POS: 96,25]; Defender #1: [DIR: 3; POS: 98,4]; Defender #2: [DIR: 1; POS: 8,116]; Defender #3: [DIR: 1; POS: 70,44]; 
[Tick #1092] Attacker: [DIR: 3; POS: 88,4]; Defender #0: [DIR: 0; POS: 96,24]; Defender #1: [DIR: 3; POS: 97,4]; Defender #2: [DIR: 1; POS: 8,116]; Defender #3: [DIR: 1; POS: 71,44]; 
[Tick #1093] Attacker: [DIR: 3; POS: 87,4]; Defender #0: [DIR: 0; POS: 96,23]; Defender #1: [DIR: 3; POS: 96,4]; Defender #2: [DIR: 1; POS: 9,116]; Defender #3: [DIR: 1; POS: 72,44]; 
[Tick #1094] Attacker: [DIR: 3; POS: 86,4]; Defender #0: [DIR: 0; POS: 96,22]; Defender #1: [DIR: 3; POS: 95,4]; Defender #2: [DIR: 1; POS: 9,116]; Defender #3: [DIR: 1; POS: 73,44]; 
[Tick #1095] Attacker: [DIR: 3; POS: 85,4]; Defender #0: [DIR: 0; POS: 96,21]; Defender #1: [DIR: 3; POS: 94,4]; Defender #2: [DIR: 1; POS: 10,116]; Defender #3: [DIR: 1; POS: 74,44]; 
[Tick #1096] Attacker: [DIR: 2; POS: 84,4]; Defender #0: [DIR: 0; POS: 96,20]; Defender #1: [DIR: 3; POS: 93,4]; Defender #2: [DIR: 1; POS: 10,116]; Defender #3: [DIR: 1; POS: 75,44]; 
[Tick #1097] Attacker: [DIR: 2; POS: 84,5]; Defender #0: [DIR: 0; POS: 96,19]; Defender #1: [DIR: 3; POS: 92,4]; Defender #2: [DIR: 1; POS: 11,116]; Defender #3: [DIR: 1; POS: 76,44]; 
[Tick #1098] Attacker: [DIR: 2; POS: 84,6]; Defender #0: [DIR: 0; POS: 96,18]; Defender #1: [DIR: 3; POS: 91,4]; Defender #2: [DIR: 1; POS: 11,116]; Defender #3: [DIR: 1; POS: 77,44]; 
[Tick #1099] Attacker: [DIR: 2; POS: 84,7]; Defender #0: [DIR: 0; POS: 96,17]; Defender #1: [DIR: 3; POS: 90,4]; Defender #2: [DIR: 1; POS: 12,116]; Defender #3: [DIR: 1; POS: 78,44]; 
[Tick #1100] Attacker: [DIR: 2; POS: 84,8]; Defender #0: [DIR: 3; POS: 96,16]; Defender #1: [DIR: 3; POS: 89,4]; Defender #2: [DIR: 1; POS: 12,116]; Defender #3: [DIR: 1; POS: 79,44]; 
[Tick #1101] Attacker: [DIR: 2; POS: 84,9]; Defender #0: [DIR: 3; POS: 95,16]; Defender #1: [DIR: 3; POS: 88,4]; Defender #2: [DIR: 1; POS: 13,116]; Defender #3: [DIR: 1; POS: 80,44]; 
[Tick #1102] Attacker: [DIR: 2; POS: 84,10]; Defender #0: [DIR: 3; POS: 94,16]; Defender #1: [DIR: 3; POS: 87,4]; Defender #2: [DIR: 1; POS: 13,116]; Defender #3: [DIR: 1; POS: 81,44]; 
[Tick #1103] Attacker: [DIR: 2; POS: 84,11]; Defender #0: [DIR: 3; POS: 93,16]; Defender #1: [DIR: 3; POS: 86,4]; Defender #2: [DIR: 1; POS: 14,116]; Defender #3: [DIR: 1; POS: 82,44]; 
[Tick #1104] Attacker: [DIR: 2; POS: 84,12]; Defender #0: [DIR: 3; POS: 92,16]; Defender #1: [DIR: 3; POS: 85,4]; Defender #2: [DIR: 1; POS: 14,116]; Defender #3: [DIR: 1; POS: 83,44]; 
[Tick #1105] Attacker: [DIR: 2; POS: 84,13]; Defender #0: [DIR: 3; POS: 91,16]; Defender #1: [DIR: 2; POS: 84,4]; Defender #2: [DIR: 1; POS: 15,116]; Defender #3: [DIR: 1; POS: 84,44]; 
[Tick #1106] Attacker: [DIR: 0; POS: 84,14]; Defender #0: [DIR: 3; POS: 90,16]; Defender #1: [DIR: 2; POS: 84,5]; Defender #2: [DIR: 1; POS: 15,116]; Defender #3: [DIR: 1; POS: 85,44]; 
[Tick #1107] Attacker: [DIR: 0; POS: 84,13]; Defender #0: [DIR: 3; POS: 89,16]; Defender #1: [DIR: 2; POS: 84,6]; Defender #2: [DIR: 1; POS: 16,116]; Defender #3: [DIR: 1; POS: 86,44]; 
[Tick #1108] Attacker: [DIR: 0; POS: 84,12]; Defender #0: [DIR: 3; POS: 88,16]; Defender #1: [DIR: 2; POS: 84,7]; Defender #2: [DIR: 1; POS: 16,116]; Defender #3: [DIR: 1; POS: 87,44]; 
[Tick #1109] Attacker: [DIR: 0; POS: 84,11]; Defender #0: [DIR: 3; POS: 87,16]; Defender #1: [DIR: 2; POS: 84,8]; Defender #2: [DIR: 1; POS: 17,116]; Defender #3: [DIR: 1; POS: 88,44]; 
[Tick #1110] Attacker: [DIR: 1; POS: 54,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1111] Attacker: [DIR: 1; POS: 55,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1112] Attacker: [DIR: 1; POS: 56,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1113] Attacker: [DIR: 1; POS: 57,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1114] Attacker: [DIR: 1; POS: 58,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1115] Attacker: [DIR: 1; POS: 59,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1116] Attacker: [DIR: 2; POS: 60,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1117] Attacker: [DIR: 2; POS: 60,93]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1118] Attacker: [DIR: 2; POS: 60,94]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1119] Attacker: [DIR: 2; POS: 60,95]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1120] Attacker: [DIR: 2; POS: 60,96]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1121] Attacker: [DIR: 2; POS: 60,97]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1122] Attacker: [DIR: 2; POS: 60,98]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1123] Attacker: [DIR: 2; POS: 60,99]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
